indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y035_039,13,27,25.3656617209756,0.368028560270487,0.082749988862494,0.22478228719888,0.539081187973546
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y035_049,15,60,56.5587591681277,0.303732306590886,0.067229994667145,0.189591353420174,0.448555870206128
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y040_044,9,16,15.1071289092754,0.354306124893692,0.130096402401267,0.152550441243034,0.625839145872077
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y045_049,12,17,16.1728470650237,0.156807168122079,0.081621492879594,0.052545092700496,0.384083819631196
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y050_054,8,10,9.09006031352328,0.310608075637827,0.180396768538284,0.079550411923963,0.70138780821875
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y050_064,15,30,27.0826200742441,0.148720807255914,0.077558366386505,0.049956023817694,0.367263711535664
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y055_059,5,7,6.42920409509053,0.155237021184202,0.149332316029703,0.019341191887587,0.631296196502425
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,male,Y060_064,9,13,11.6993526985549,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y000_000,6,6,5.69472148144818,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y000_004,12,26,24.5484255818827,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y000_014,16,104,95.5121410375205,0.004151480106553,0.00408034408704,0.000602066316722,0.028038987000183
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y000_064,19,439,308.467719905158,0.095845418409726,0.010783088566119,0.07669350253746,0.119162705390431
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y001_004,12,20,18.8569916637078,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y005_009,15,43,39.5246986665841,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y010_014,14,35,32.5561060188916,0.014091098264652,0.013321032644489,0.002177590465366,0.085592000124418
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y015_019,14,56,51.0168580488201,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y015_024,17,120,107.964720827867,0.043987367885012,0.016082022607771,0.021281359377559,0.088723255878617
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y015_049,19,285,256.083977229117,0.17021576173692,0.020092270029971,0.134364073285734,0.213276659415787
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y015_064,19,335,301.556993719603,0.17703178589254,0.015416960114908,0.148806828657804,0.209293963284725
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y020_024,15,64,59.1986713739468,0.094571476799392,0.035461904521718,0.04432992001444,0.190409439952646
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y025_029,16,48,43.9750143525999,0.287034682700771,0.085922735189976,0.150237217120681,0.478284243491496
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y025_034,18,89,80.9442324692496,0.285108091425398,0.059545704946821,0.183642810062122,0.414190998208805
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y030_034,15,41,37.7968621154678,0.282356318182737,0.06103235844893,0.178999177357186,0.415211106609285
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y035_039,17,32,29.5529922661661,0.274887509030024,0.074139411233351,0.154598469346858,0.440052441094792
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y035_049,18,76,68.2636304543212,0.261509760829556,0.04284454083056,0.186493476388162,0.35358567163155
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y040_044,11,26,24.1412149928549,0.250413127116254,0.062923240886914,0.147614787829941,0.391886840474722
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y045_049,12,18,15.7683372661706,0.257245928247773,0.104332526909207,0.106162275696487,0.502472608974568
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y050_054,14,24,22.2868399051156,0.332135343882301,0.089309995458005,0.184272333963261,0.522629486975109
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y050_064,17,50,45.6401746531324,0.217937457486894,0.069048619145413,0.111873696245514,0.38137651064304
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y055_059,12,17,15.6334432431945,0.109580953587237,0.075352539036945,0.026374034037117,0.358608221814543
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_16,,all,female,Y060_064,7,9,8.58801974002047,0.163169082730213,0.149816902962687,0.02219800642096,0.626126421413081
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y000_000,5,6,5.65395898745921,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y000_004,11,38,36.7439946252805,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y000_014,12,110,100.643199802714,0.017951672416315,0.017901352028401,0.002492049601689,0.117973730337437
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y000_064,14,427,300.36513949663,0.075494539167098,0.019046260911508,0.045649009059257,0.122351551078757
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y001_004,11,32,31.1221163650607,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y005_009,12,32,29.8720810794022,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y010_014,11,40,34.9918726163437,0.054865521808614,0.051833687983358,0.008117444283502,0.291668394714364
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y015_019,11,58,50.6100013959153,0.017586284173539,0.017110942106228,0.002562980276758,0.110881525412453
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y015_024,13,117,100.234610639766,0.025748239094759,0.020735718072464,0.005202353683535,0.117826158379116
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y015_049,14,275,238.039634194664,0.113322326325305,0.026212924370788,0.071189923317233,0.175673772462602
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y015_064,14,317,273.41641540478,0.130498201948895,0.030871935050305,0.080926973044143,0.203703920822791
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y020_024,13,59,49.6636779972987,0.034400828951231,0.025921843734742,0.00765916553146,0.141222560392562
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y025_029,12,44,39.5518883858642,0.127188552637424,0.037479752168139,0.069929547357104,0.220230141340288
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y025_034,13,90,78.2618960075231,0.140188153077606,0.033814839393668,0.085992898840758,0.220306247681937
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y030_034,11,46,39.1286673372423,0.155403103520166,0.054906195327479,0.074970155023179,0.294643288061159
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y035_039,13,29,26.156013420101,0.255596011766675,0.081716929563746,0.128895116081726,0.443441065446177
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y035_049,13,68,61.2297886935796,0.251131716859389,0.060448486190752,0.151541046460515,0.386367815181874
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y040_044,11,23,20.6687744360549,0.157822115750152,0.081612680732041,0.053252417854767,0.384366307034645
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y045_049,9,16,14.4595094986819,0.381488242472183,0.115494267724268,0.191144391145754,0.616831006405198
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y050_054,8,15,13.9765397316726,0.234782028273143,0.13084742163073,0.068563935010828,0.561180522438265
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y050_064,12,42,37.1615302037077,0.273213800675753,0.093267006972632,0.130225216577892,0.485557395843651
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y055_059,8,12,9.97413055496272,0.321778364111792,0.163916361089303,0.098169878439164,0.674037734381867
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,both,Y060_064,8,15,13.5502888170998,0.268429449066658,0.134980606430142,0.087080979372766,0.585306903749324
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y000_000,1,1,1,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y000_004,10,20,19.5085983196538,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y000_014,12,55,50.7147573063278,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y000_064,13,174,132.497134675029,0.048098735163991,0.017224275048676,0.023602016610776,0.095533114674301
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y001_004,10,19,18.5086004558581,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y005_009,7,21,20.2128109090342,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y010_014,9,14,12.1274068661178,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y015_019,9,24,20.9893583522115,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y015_024,12,45,39.3733608837381,0.027003473396042,0.027987643548784,0.003428530520377,0.182927054281952
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y015_049,13,104,92.6569858729207,0.091470559432749,0.031938007735574,0.045258335205068,0.176162517671692
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y015_064,13,119,104.0770542277,0.100239132778219,0.036099177297417,0.048381405020618,0.196219552454957
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y020_024,10,21,18.4923715529423,0.054601356281557,0.054920081763385,0.007126301607734,0.317283315374647
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y025_029,9,20,18.5249570055516,0.080762099713611,0.046958589863962,0.024800733362442,0.232846811878881
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y025_034,10,32,29.516771706012,0.050478161301369,0.031431059193115,0.014490002809141,0.161225870348459
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y030_034,7,12,10.9926470458558,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y035_039,8,10,9.3138127493749,0.222591441628418,0.14852426306871,0.050552534583024,0.6062583048494
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y035_049,13,27,24.4819251369872,0.280574447967596,0.072299330679604,0.161971436843642,0.440385982911434
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y040_044,6,10,8.79860152184905,0.147154567903585,0.102228162368305,0.033776967092166,0.459942520444981
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y045_049,5,7,6.44000483201547,0.541565786077161,0.163941865374815,0.244608522347759,0.811666094039263
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y050_054,3,4,3.76106761268266,0.644190325922277,0.284356120914519,0.137296688962518,0.953696289032591
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y050_064,8,15,14.0692948305738,0.204102166184107,0.128877518831421,0.051377330333065,0.548376639520154
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y055_059,3,4,3.97610442165027,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,male,Y060_064,5,7,6.56155456225638,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y000_000,4,5,4.66874789844852,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y000_004,7,18,17.2795789996372,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y000_014,11,55,49.9382912417652,0.035825326412871,0.034934954354262,0.005092476657026,0.212428403881712
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y000_064,14,253,168.904092506007,0.099667765765933,0.027013994897582,0.057814709742007,0.166465869829705
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y001_004,6,13,12.6320133769089,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y005_009,7,11,9.88552999116696,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y010_014,10,26,22.898153801324,0.082070397125667,0.073529406031767,0.013028065453979,0.377176258768075
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y015_019,9,34,29.7294561047298,0.031218723174752,0.028044771251941,0.005207383224819,0.165538214395247
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y015_024,13,72,62.2374873372639,0.024743511999231,0.016225584306368,0.006746285600325,0.086567872573784
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y015_049,14,171,150.931075115237,0.131529049238416,0.028339179089954,0.085196025664377,0.197616595644405
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y015_064,14,198,174.473364078911,0.154266338187135,0.037079695337863,0.094614075467507,0.241496434625647
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y020_024,13,38,33.1012081058024,0.01767478739364,0.016386090914444,0.002821848746571,0.102658431489025
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y025_029,10,24,22.9294934442774,0.18530643966217,0.070604732576634,0.083368302941036,0.362584368152394
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y025_034,13,58,54.3325633687238,0.222876329169758,0.04352980628431,0.149114010579576,0.319428817882827
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y030_034,10,34,31.7799417713078,0.254907124393975,0.071702214765412,0.140331955147959,0.417587797297709
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y035_039,11,19,16.8928537363057,0.275522538356731,0.107707945593164,0.116668635018104,0.522684473667394
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y035_049,12,41,37.2392096068393,0.227953341588075,0.088786935920154,0.098971747849316,0.442479321462601
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y040_044,9,13,12.0988860999415,0.167395555285565,0.10903204702478,0.041587744443114,0.482276019825059
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y045_049,7,9,8.28296498000266,0.218585917976955,0.146152398900482,0.049689559497729,0.599442269816093
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y050_054,7,11,10.2557037293866,0.065849387310799,0.061793596671575,0.009745423938222,0.335509370284029
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y050_064,10,27,23.5715893169897,0.305562190301881,0.109890027314441,0.137529028728908,0.548365276843207
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y055_059,6,8,6.64558708501428,0.429625743382076,0.195411278443112,0.136303551532004,0.782378349273581
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_17,,all,female,Y060_064,5,8,7.24980308300998,0.451724990619581,0.181843596592072,0.163454581348196,0.776491939003837
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y000_000,7,8,7.52871108768788,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y000_004,19,61,56.0808039164306,0.010368221403865,0.010038594745679,0.001537403654996,0.066542583958241
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y000_014,20,171,149.339841390543,0.023065086877309,0.012910838242043,0.007621697706545,0.067666797050536
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y000_064,21,641,428.944057533459,0.089779863657632,0.010865947151308,0.070637657889427,0.113476061070216
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y001_004,18,53,48.5693098470415,0.011893350019061,0.01157515997502,0.001743180853463,0.076610048770222
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y005_009,19,69,62.4172661206619,0.012460326683514,0.011158265500376,0.002129009426481,0.06943720801966
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y010_014,18,41,35.4254695670084,0.071678282734462,0.050864802955627,0.016966147415825,0.25674466841515
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y015_019,17,77,66.9500178724858,0.035138627655903,0.021108389682635,0.010634646146954,0.109835712785016
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y015_024,20,164,141.148497868975,0.045234522923508,0.017608167422886,0.020862989058835,0.095305010992184
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y015_049,20,416,360.113707403363,0.15075551942478,0.020819251512153,0.114314738699441,0.196238917903048
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y015_064,21,470,406.598247326828,0.159163122293918,0.020974100217654,0.122213169153804,0.204679606002876
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y020_024,18,87,76.1327316619068,0.056452456630081,0.019458530262268,0.028408545023646,0.109072479222298
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y025_029,16,74,62.1794127113929,0.136371270502122,0.05058194837405,0.063713066139628,0.268157385406549
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y025_034,19,135,114.337669613041,0.156191864413258,0.036302843390963,0.097377715658328,0.241042375425194
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y030_034,17,61,52.8411176017427,0.183463018709857,0.061082638037008,0.091768238381222,0.333169429245773
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y035_039,19,52,48.3879695504231,0.277629918830136,0.051814978773432,0.188065466868037,0.389392248390397
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y035_049,20,117,108.714554835941,0.322691016116789,0.050409200162722,0.232637130646948,0.428154511404772
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y040_044,16,32,29.7033203209861,0.310224685833548,0.085057732244602,0.171058836181322,0.495001026987664
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y045_049,14,33,30.6279092337299,0.404998819109827,0.10660320923575,0.222400030308286,0.618308784280052
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y050_054,15,26,21.7865226005882,0.237900347053268,0.078951059931951,0.117355266353932,0.422935608064606
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y050_064,17,54,47.6773521153269,0.235243483053765,0.061698782313844,0.135742175627332,0.375953587927851
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y055_059,11,12,11.4828149950896,0.385355387085189,0.130033359487804,0.176115423021484,0.647743313391277
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,both,Y060_064,6,16,15.4912149089756,0.101107790985647,0.046692373825613,0.039471233187453,0.235404777431401
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y000_000,3,3,2.76376248130371,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y000_004,12,26,24.2845677141548,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y000_014,19,81,69.9285933949886,0.028737281145211,0.021061933583019,0.006696925529364,0.114922608036823
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y000_064,21,263,186.664705600787,0.072839530559021,0.016516162247739,0.04638877825606,0.112591697978337
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y001_004,11,23,21.5231575814676,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y005_009,16,35,31.800297675788,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y010_014,17,20,16.6472751944447,0.148144120373,0.097368974467393,0.036917165619033,0.441025599970836
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y015_019,15,43,37.7729575205697,0.017633728917238,0.018157905547392,0.00229527687744,0.12285175869597
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y015_024,17,73,65.6025888516708,0.041313606638157,0.024067032587519,0.012928063706892,0.12418290929324
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y015_049,20,158,139.017734832802,0.107275703882418,0.027299547505192,0.064309132470632,0.173622584204482
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y015_064,21,182,158.34340224469,0.121383949455871,0.026568996775505,0.07815648145794,0.183754253455922
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y020_024,16,30,27.8422835801219,0.074357064281095,0.03827202616983,0.026302093001932,0.19282348671278
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y025_029,13,21,17.6082032137667,0.081393110961029,0.052635726878014,0.021809634529157,0.260420761401978
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y025_034,16,41,34.7899128105376,0.111399364083069,0.053386172889223,0.041744095149831,0.265125640670714
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y030_034,12,20,17.7989308071279,0.15019965464399,0.106365681262525,0.033364539932973,0.475084602978124
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y035_039,12,22,20.5998015415119,0.150101428117342,0.077015485650992,0.05131715072199,0.365734031793999
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y035_049,15,44,41.1176376299128,0.243743901820759,0.073704137160915,0.128315065457723,0.413725692313109
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y040_044,8,12,11.4954882864507,0.268456699159408,0.123747897477006,0.096434891686034,0.557876047698749
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y045_049,7,10,9.13535250145501,0.420625707378425,0.169179919756544,0.156984129857421,0.738933043627991
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y050_054,8,8,6.52661163171565,0.24030606577399,0.154951663873269,0.056541807928609,0.62540809912731
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y050_064,15,24,20.1095466130648,0.244254950834665,0.081220791269894,0.120059436205986,0.433615346909879
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y055_059,6,7,6.7934294625006,0.430766153818644,0.163538206447102,0.169960833957034,0.736615860718877
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,male,Y060_064,6,9,8.56182195861442,0.079640461176875,0.07282415989406,0.012194033002665,0.377553664871958
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y000_000,4,5,4.80618561606264,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y000_004,16,35,32.0488233809253,0.019355330995537,0.018099478384922,0.003035889410462,0.113419936552384
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y000_014,19,90,79.6184773265288,0.01769782630245,0.016150609494463,0.002908230645928,0.100144832865348
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y000_064,21,378,245.188921304179,0.104986849938619,0.010032862973773,0.086885183338093,0.126338024107248
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y001_004,15,30,27.2531269510694,0.022597036729299,0.020743872145039,0.003655331778663,0.127165776034885
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y005_009,15,34,30.624664267195,0.02568966490167,0.023065445307689,0.004313028290645,0.138299091825236
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y010_014,12,21,18.8072924728839,0,0,NA,NA
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y015_019,16,34,29.2921208043756,0.0596915836424,0.043922793210416,0.013509413586625,0.227362075272356
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y015_024,19,91,78.517889461527,0.049611028944555,0.025447101165561,0.01780228117818,0.130692426543508
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y015_049,20,258,231.532531548247,0.187436053188427,0.027383393634282,0.139536164755746,0.247057831106252
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y015_064,21,288,259.39979163428,0.1912633774298,0.026492392275276,0.144611408857215,0.248591562778099
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y020_024,17,57,53.2927688125688,0.040899497891266,0.018915162970296,0.016302909481683,0.098875518574524
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y025_029,16,53,49.4003398234067,0.170851861251635,0.063028867055363,0.079318655172905,0.330137488401285
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y025_034,19,94,86.041116082009,0.185537889784358,0.040314062172683,0.118977608081225,0.277601590138929
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y030_034,16,41,36.7250854230678,0.206590119508348,0.046222361696531,0.130300115628747,0.311546614309623
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y035_039,16,30,28.4612514294857,0.39445081547007,0.067020049590867,0.27317456457311,0.530286040165142
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y035_049,20,73,68.3920245039549,0.379132043585314,0.058156340087398,0.273394468342371,0.497750083388449
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y040_044,13,20,18.2139667575725,0.337372784616901,0.104642393785276,0.169037868384162,0.560308294306084
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y045_049,12,23,21.833579577125,0.396836682942964,0.104465684615015,0.218560555258147,0.607483914532507
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y050_054,13,18,16.7108375484902,0.236317500146096,0.101676933013606,0.093027950423286,0.482821731375487
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y050_064,15,30,28.2691846874233,0.2270756978779,0.07027441270226,0.118192492759886,0.391708522944801
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y055_059,5,5,4.69682579903056,0.322973726908211,0.202373492672732,0.072151224342669,0.745323892039561
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_18,,all,female,Y060_064,4,7,6.93422220547375,0.126690838401782,0.109318229949446,0.020490627058448,0.501501128464479
prevalence,MWI2016PHIA,CY2016Q1,MWI_3_19,,all,both,Y000_000,7,8,7.76739086255904,0,0,NA,NA
